group	x	y	showSelected1
29	4	3	29
29	5	3	29
29	6	2	29
29	7	5	29
29	8	3	29
29	9	1	29
29	10	0	29
29	11	0	29
29	12	0	29
30	1	0	30
30	2	0	30
30	3	0	30
30	4	3	30
30	5	3	30
30	6	2	30
30	7	5	30
30	8	3	30
30	9	2	30
30	10	0	30
30	11	0	30
30	12	0	30
31	1	0	31
31	2	0	31
31	3	0	31
31	4	3	31
31	5	4	31
31	6	2	31
31	7	5	31
31	8	3	31
31	9	2	31
31	10	0	31
31	11	0	31
31	12	0	31
32	1	0	32
32	2	0	32
32	3	0	32
32	4	3	32
32	5	4	32
32	6	3	32
32	7	5	32
32	8	3	32
32	9	2	32
32	10	0	32
32	11	0	32
32	12	0	32
33	1	0	33
33	2	0	33
33	3	0	33
33	4	3	33
33	5	4	33
33	6	4	33
33	7	5	33
33	8	3	33
33	9	2	33
33	10	0	33
33	11	0	33
33	12	0	33
34	1	0	34
34	2	0	34
34	3	0	34
34	4	3	34
34	5	4	34
34	6	4	34
34	7	5	34
34	8	4	34
34	9	2	34
34	10	0	34
34	11	0	34
34	12	0	34
35	1	0	35
35	2	0	35
35	3	0	35
35	4	3	35
35	5	5	35
35	6	4	35
35	7	5	35
35	8	4	35
35	9	2	35
35	10	0	35
35	11	0	35
35	12	0	35
36	1	0	36
36	2	0	36
36	3	0	36
36	4	3	36
36	5	5	36
36	6	4	36
36	7	6	36
36	8	4	36
36	9	2	36
36	10	0	36
36	11	0	36
36	12	0	36
37	1	0	37
37	2	0	37
37	3	0	37
37	4	3	37
37	5	5	37
37	6	5	37
37	7	6	37
37	8	4	37
37	9	2	37
37	10	0	37
37	11	0	37
37	12	0	37
38	1	0	38
38	2	0	38
38	3	1	38
38	4	3	38
38	5	5	38
38	6	5	38
38	7	6	38
38	8	4	38
38	9	2	38
38	10	0	38
38	11	0	38
38	12	0	38
39	1	0	39
39	2	0	39
39	3	1	39
39	4	3	39
39	5	5	39
39	6	6	39
39	7	6	39
39	8	4	39
39	9	2	39
39	10	0	39
39	11	0	39
39	12	0	39
40	1	0	40
40	2	1	40
40	3	1	40
40	4	3	40
40	5	5	40
40	6	6	40
40	7	6	40
40	8	4	40
40	9	2	40
40	10	0	40
40	11	0	40
40	12	0	40
41	1	0	41
41	2	1	41
41	3	1	41
41	4	3	41
41	5	5	41
41	6	6	41
41	7	6	41
41	8	5	41
41	9	2	41
41	10	0	41
41	11	0	41
41	12	0	41
42	1	0	42
42	2	1	42
42	3	1	42
42	4	3	42
42	5	6	42
42	6	6	42
42	7	6	42
42	8	5	42
42	9	2	42
42	10	0	42
42	11	0	42
42	12	0	42
43	1	0	43
43	2	1	43
43	3	1	43
43	4	3	43
43	5	6	43
43	6	6	43
43	7	6	43
43	8	5	43
43	9	3	43
43	10	0	43
43	11	0	43
43	12	0	43
44	1	0	44
44	2	1	44
44	3	1	44
44	4	3	44
44	5	7	44
44	6	6	44
44	7	6	44
44	8	5	44
44	9	3	44
44	10	0	44
44	11	0	44
44	12	0	44
45	1	0	45
45	2	1	45
45	3	1	45
45	4	3	45
45	5	7	45
45	6	6	45
45	7	7	45
45	8	5	45
45	9	3	45
45	10	0	45
45	11	0	45
45	12	0	45
46	1	0	46
46	2	1	46
46	3	1	46
46	4	3	46
46	5	7	46
46	6	6	46
46	7	8	46
46	8	5	46
46	9	3	46
46	10	0	46
46	11	0	46
46	12	0	46
47	1	0	47
47	2	1	47
47	3	1	47
47	4	3	47
47	5	7	47
47	6	6	47
47	7	9	47
47	8	5	47
47	9	3	47
47	10	0	47
47	11	0	47
47	12	0	47
48	1	0	48
48	2	1	48
48	3	1	48
48	4	3	48
48	5	8	48
48	6	6	48
48	7	9	48
48	8	5	48
48	9	3	48
48	10	0	48
48	11	0	48
48	12	0	48
49	1	0	49
49	2	1	49
49	3	1	49
49	4	3	49
49	5	8	49
49	6	6	49
49	7	10	49
49	8	5	49
49	9	3	49
49	10	0	49
49	11	0	49
49	12	0	49
50	1	0	50
50	2	1	50
50	3	1	50
50	4	3	50
50	5	8	50
50	6	7	50
50	7	10	50
50	8	5	50
50	9	3	50
50	10	0	50
50	11	0	50
50	12	0	50
51	1	0	51
51	2	1	51
51	3	1	51
51	4	3	51
51	5	8	51
51	6	8	51
51	7	10	51
51	8	5	51
51	9	3	51
51	10	0	51
51	11	0	51
51	12	0	51
52	1	0	52
52	2	1	52
52	3	1	52
52	4	3	52
52	5	8	52
52	6	8	52
52	7	10	52
52	8	6	52
52	9	3	52
52	10	0	52
52	11	0	52
52	12	0	52
53	1	0	53
53	2	1	53
53	3	1	53
53	4	4	53
53	5	8	53
53	6	8	53
53	7	10	53
53	8	6	53
53	9	3	53
53	10	0	53
53	11	0	53
53	12	0	53
54	1	0	54
54	2	1	54
54	3	1	54
54	4	4	54
54	5	8	54
54	6	8	54
54	7	11	54
54	8	6	54
54	9	3	54
54	10	0	54
54	11	0	54
54	12	0	54
55	1	0	55
55	2	1	55
55	3	1	55
55	4	4	55
55	5	8	55
55	6	9	55
55	7	11	55
55	8	6	55
55	9	3	55
55	10	0	55
55	11	0	55
55	12	0	55
56	1	0	56
56	2	1	56
56	3	1	56
56	4	4	56
56	5	8	56
56	6	10	56
56	7	11	56
56	8	6	56
56	9	3	56
56	10	0	56
56	11	0	56
56	12	0	56
57	1	0	57
57	2	1	57
57	3	1	57
57	4	4	57
57	5	8	57
57	6	11	57
57	7	11	57
57	8	6	57
57	9	3	57
57	10	0	57
57	11	0	57
57	12	0	57
58	1	0	58
58	2	1	58
58	3	1	58
58	4	4	58
58	5	8	58
58	6	11	58
58	7	11	58
58	8	7	58
58	9	3	58
58	10	0	58
58	11	0	58
58	12	0	58
59	1	0	59
59	2	1	59
59	3	1	59
59	4	4	59
59	5	8	59
59	6	11	59
59	7	12	59
59	8	7	59
59	9	3	59
59	10	0	59
59	11	0	59
59	12	0	59
60	1	0	60
60	2	1	60
60	3	1	60
60	4	4	60
60	5	8	60
60	6	12	60
60	7	12	60
60	8	7	60
60	9	3	60
60	10	0	60
60	11	0	60
60	12	0	60
61	1	0	61
61	2	1	61
61	3	1	61
61	4	4	61
61	5	9	61
61	6	12	61
61	7	12	61
61	8	7	61
61	9	3	61
61	10	0	61
61	11	0	61
61	12	0	61
62	1	0	62
62	2	1	62
62	3	1	62
62	4	4	62
62	5	9	62
62	6	12	62
62	7	13	62
62	8	7	62
62	9	3	62
62	10	0	62
62	11	0	62
62	12	0	62
63	1	0	63
63	2	1	63
63	3	1	63
63	4	4	63
63	5	9	63
63	6	12	63
63	7	14	63
63	8	7	63
63	9	3	63
63	10	0	63
63	11	0	63
63	12	0	63
64	1	0	64
64	2	1	64
64	3	1	64
64	4	4	64
64	5	9	64
64	6	12	64
64	7	15	64
64	8	7	64
64	9	3	64
64	10	0	64
64	11	0	64
64	12	0	64
65	1	0	65
65	2	1	65
65	3	1	65
65	4	4	65
65	5	9	65
65	6	12	65
65	7	15	65
65	8	8	65
65	9	3	65
65	10	0	65
65	11	0	65
65	12	0	65
66	1	0	66
66	2	1	66
66	3	1	66
66	4	4	66
66	5	10	66
66	6	12	66
66	7	15	66
66	8	8	66
66	9	3	66
66	10	0	66
66	11	0	66
66	12	0	66
67	1	0	67
67	2	1	67
67	3	1	67
67	4	4	67
67	5	10	67
67	6	12	67
67	7	16	67
67	8	8	67
67	9	3	67
67	10	0	67
67	11	0	67
67	12	0	67
68	1	0	68
68	2	1	68
68	3	1	68
68	4	4	68
68	5	10	68
68	6	13	68
68	7	16	68
68	8	8	68
68	9	3	68
68	10	0	68
68	11	0	68
68	12	0	68
69	1	0	69
69	2	1	69
69	3	1	69
69	4	4	69
69	5	10	69
69	6	13	69
69	7	17	69
69	8	8	69
69	9	3	69
69	10	0	69
69	11	0	69
69	12	0	69
70	1	0	70
70	2	1	70
70	3	1	70
70	4	4	70
70	5	10	70
70	6	14	70
70	7	17	70
70	8	8	70
70	9	3	70
70	10	0	70
70	11	0	70
70	12	0	70
71	1	0	71
71	2	1	71
71	3	1	71
71	4	4	71
71	5	10	71
71	6	14	71
71	7	18	71
71	8	8	71
71	9	3	71
71	10	0	71
71	11	0	71
71	12	0	71
72	1	0	72
72	2	1	72
72	3	1	72
72	4	4	72
72	5	10	72
72	6	14	72
72	7	18	72
72	8	9	72
72	9	3	72
72	10	0	72
72	11	0	72
72	12	0	72
73	1	0	73
73	2	1	73
73	3	1	73
73	4	4	73
73	5	10	73
73	6	14	73
73	7	19	73
73	8	9	73
73	9	3	73
73	10	0	73
73	11	0	73
73	12	0	73
74	1	0	74
74	2	1	74
74	3	1	74
74	4	4	74
74	5	10	74
74	6	15	74
74	7	19	74
74	8	9	74
74	9	3	74
74	10	0	74
74	11	0	74
74	12	0	74
75	1	0	75
75	2	1	75
75	3	1	75
75	4	4	75
75	5	10	75
75	6	15	75
75	7	19	75
75	8	10	75
75	9	3	75
75	10	0	75
75	11	0	75
75	12	0	75
76	1	0	76
76	2	1	76
76	3	1	76
76	4	4	76
76	5	10	76
76	6	15	76
76	7	19	76
76	8	10	76
76	9	3	76
76	10	1	76
76	11	0	76
76	12	0	76
77	1	0	77
77	2	1	77
77	3	1	77
77	4	4	77
77	5	10	77
77	6	16	77
77	7	19	77
77	8	10	77
77	9	3	77
77	10	1	77
77	11	0	77
77	12	0	77
78	1	0	78
78	2	1	78
78	3	2	78
78	4	4	78
78	5	10	78
78	6	16	78
78	7	19	78
78	8	10	78
78	9	3	78
78	10	1	78
78	11	0	78
78	12	0	78
79	1	0	79
79	2	1	79
79	3	2	79
79	4	4	79
79	5	10	79
79	6	16	79
79	7	19	79
79	8	11	79
79	9	3	79
79	10	1	79
79	11	0	79
79	12	0	79
80	1	0	80
80	2	1	80
80	3	2	80
80	4	5	80
80	5	10	80
80	6	16	80
80	7	19	80
80	8	11	80
80	9	3	80
80	10	1	80
80	11	0	80
80	12	0	80
81	1	0	81
81	2	1	81
81	3	2	81
81	4	5	81
81	5	10	81
81	6	17	81
81	7	19	81
81	8	11	81
81	9	3	81
81	10	1	81
81	11	0	81
81	12	0	81
82	1	0	82
82	2	1	82
82	3	2	82
82	4	5	82
82	5	10	82
82	6	17	82
82	7	20	82
82	8	11	82
82	9	3	82
82	10	1	82
82	11	0	82
82	12	0	82
83	1	0	83
83	2	1	83
83	3	2	83
83	4	5	83
83	5	11	83
83	6	17	83
83	7	20	83
83	8	11	83
83	9	3	83
83	10	1	83
83	11	0	83
83	12	0	83
84	1	0	84
84	2	1	84
84	3	2	84
84	4	5	84
84	5	11	84
84	6	18	84
84	7	20	84
84	8	11	84
84	9	3	84
84	10	1	84
84	11	0	84
84	12	0	84
85	1	0	85
85	2	1	85
85	3	2	85
85	4	5	85
85	5	11	85
85	6	19	85
85	7	20	85
85	8	11	85
85	9	3	85
85	10	1	85
85	11	0	85
85	12	0	85
86	1	0	86
86	2	1	86
86	3	2	86
86	4	5	86
86	5	11	86
86	6	19	86
86	7	21	86
86	8	11	86
86	9	3	86
86	10	1	86
86	11	0	86
86	12	0	86
87	1	0	87
87	2	1	87
87	3	2	87
87	4	6	87
87	5	11	87
87	6	19	87
87	7	21	87
87	8	11	87
87	9	3	87
87	10	1	87
87	11	0	87
87	12	0	87
88	1	0	88
88	2	1	88
88	3	2	88
88	4	6	88
88	5	11	88
88	6	19	88
88	7	22	88
88	8	11	88
88	9	3	88
88	10	1	88
88	11	0	88
88	12	0	88
89	1	0	89
89	2	1	89
89	3	2	89
89	4	7	89
89	5	11	89
89	6	19	89
89	7	22	89
89	8	11	89
89	9	3	89
89	10	1	89
89	11	0	89
89	12	0	89
90	1	0	90
90	2	1	90
90	3	2	90
90	4	7	90
90	5	11	90
90	6	20	90
90	7	22	90
90	8	11	90
90	9	3	90
90	10	1	90
90	11	0	90
90	12	0	90
91	1	0	91
91	2	1	91
91	3	2	91
91	4	7	91
91	5	11	91
91	6	20	91
91	7	23	91
91	8	11	91
91	9	3	91
91	10	1	91
91	11	0	91
91	12	0	91
92	1	0	92
92	2	1	92
92	3	2	92
92	4	7	92
92	5	12	92
92	6	20	92
92	7	23	92
92	8	11	92
92	9	3	92
92	10	1	92
92	11	0	92
92	12	0	92
93	1	0	93
93	2	1	93
93	3	2	93
93	4	7	93
93	5	12	93
93	6	21	93
93	7	23	93
93	8	11	93
93	9	3	93
93	10	1	93
93	11	0	93
93	12	0	93
94	1	0	94
94	2	1	94
94	3	2	94
94	4	7	94
94	5	12	94
94	6	21	94
94	7	23	94
94	8	12	94
94	9	3	94
94	10	1	94
94	11	0	94
94	12	0	94
95	1	0	95
95	2	1	95
95	3	2	95
95	4	7	95
95	5	12	95
95	6	21	95
95	7	23	95
95	8	13	95
95	9	3	95
95	10	1	95
95	11	0	95
95	12	0	95
96	1	0	96
96	2	1	96
96	3	2	96
96	4	7	96
96	5	12	96
96	6	21	96
96	7	23	96
96	8	13	96
96	9	3	96
96	10	1	96
96	11	1	96
96	12	0	96
97	1	0	97
97	2	1	97
97	3	2	97
97	4	7	97
97	5	12	97
97	6	22	97
97	7	23	97
97	8	13	97
97	9	3	97
97	10	1	97
97	11	1	97
97	12	0	97
98	1	0	98
98	2	1	98
98	3	2	98
98	4	7	98
98	5	12	98
98	6	22	98
98	7	24	98
98	8	13	98
98	9	3	98
98	10	1	98
98	11	1	98
98	12	0	98
99	1	0	99
99	2	1	99
99	3	2	99
99	4	7	99
99	5	12	99
99	6	22	99
99	7	24	99
99	8	14	99
99	9	3	99
99	10	1	99
99	11	1	99
99	12	0	99
100	1	0	100
100	2	1	100
100	3	2	100
100	4	7	100
100	5	12	100
100	6	22	100
100	7	25	100
100	8	14	100
100	9	3	100
100	10	1	100
100	11	1	100
100	12	0	100
101	1	0	101
101	2	1	101
101	3	2	101
101	4	7	101
101	5	12	101
101	6	23	101
101	7	25	101
101	8	14	101
101	9	3	101
101	10	1	101
101	11	1	101
101	12	0	101
102	1	0	102
102	2	1	102
102	3	2	102
102	4	7	102
102	5	12	102
102	6	24	102
102	7	25	102
102	8	14	102
102	9	3	102
102	10	1	102
102	11	1	102
102	12	0	102
103	1	0	103
103	2	1	103
103	3	2	103
103	4	7	103
103	5	12	103
103	6	25	103
103	7	25	103
103	8	14	103
103	9	3	103
103	10	1	103
103	11	1	103
103	12	0	103
104	1	0	104
104	2	1	104
104	3	2	104
104	4	7	104
104	5	13	104
104	6	25	104
104	7	25	104
104	8	14	104
104	9	3	104
104	10	1	104
104	11	1	104
104	12	0	104
105	1	0	105
105	2	1	105
105	3	2	105
105	4	7	105
105	5	13	105
105	6	25	105
105	7	25	105
105	8	15	105
105	9	3	105
105	10	1	105
105	11	1	105
105	12	0	105
106	1	0	106
106	2	1	106
106	3	2	106
106	4	7	106
106	5	13	106
106	6	25	106
106	7	26	106
106	8	15	106
106	9	3	106
106	10	1	106
106	11	1	106
106	12	0	106
107	1	0	107
107	2	1	107
107	3	2	107
107	4	7	107
107	5	13	107
107	6	25	107
107	7	26	107
107	8	15	107
107	9	3	107
107	10	2	107
107	11	1	107
107	12	0	107
108	1	0	108
108	2	1	108
108	3	2	108
108	4	7	108
108	5	14	108
108	6	25	108
108	7	26	108
108	8	15	108
108	9	3	108
108	10	2	108
108	11	1	108
108	12	0	108
109	1	0	109
109	2	1	109
109	3	2	109
109	4	7	109
109	5	14	109
109	6	25	109
109	7	26	109
109	8	16	109
109	9	3	109
109	10	2	109
109	11	1	109
109	12	0	109
110	1	0	110
110	2	1	110
110	3	2	110
110	4	7	110
110	5	15	110
110	6	25	110
110	7	26	110
110	8	16	110
110	9	3	110
110	10	2	110
110	11	1	110
110	12	0	110
111	1	0	111
111	2	1	111
111	3	2	111
111	4	8	111
111	5	15	111
111	6	25	111
111	7	26	111
111	8	16	111
111	9	3	111
111	10	2	111
111	11	1	111
111	12	0	111
112	1	0	112
112	2	1	112
112	3	2	112
112	4	8	112
112	5	15	112
112	6	25	112
112	7	26	112
112	8	16	112
112	9	4	112
112	10	2	112
112	11	1	112
112	12	0	112
113	1	0	113
113	2	1	113
113	3	2	113
113	4	8	113
113	5	16	113
113	6	25	113
113	7	26	113
113	8	16	113
113	9	4	113
113	10	2	113
113	11	1	113
113	12	0	113
114	1	0	114
114	2	1	114
114	3	2	114
114	4	8	114
114	5	16	114
114	6	25	114
114	7	26	114
114	8	16	114
114	9	4	114
114	10	3	114
114	11	1	114
114	12	0	114
115	1	0	115
115	2	1	115
115	3	2	115
115	4	8	115
115	5	17	115
115	6	25	115
115	7	26	115
115	8	16	115
115	9	4	115
115	10	3	115
115	11	1	115
115	12	0	115
116	1	0	116
116	2	1	116
116	3	2	116
116	4	8	116
116	5	18	116
116	6	25	116
116	7	26	116
116	8	16	116
116	9	4	116
116	10	3	116
116	11	1	116
116	12	0	116
117	1	0	117
117	2	1	117
117	3	2	117
117	4	9	117
117	5	18	117
117	6	25	117
117	7	26	117
117	8	16	117
117	9	4	117
117	10	3	117
117	11	1	117
117	12	0	117
118	1	0	118
118	2	1	118
118	3	2	118
118	4	9	118
118	5	18	118
118	6	25	118
118	7	26	118
118	8	17	118
118	9	4	118
118	10	3	118
118	11	1	118
118	12	0	118
119	1	0	119
119	2	1	119
119	3	2	119
119	4	9	119
119	5	18	119
119	6	25	119
119	7	27	119
119	8	17	119
119	9	4	119
119	10	3	119
119	11	1	119
119	12	0	119
120	1	0	120
120	2	1	120
120	3	2	120
120	4	9	120
120	5	18	120
120	6	25	120
120	7	27	120
120	8	18	120
120	9	4	120
120	10	3	120
120	11	1	120
120	12	0	120
121	1	0	121
121	2	1	121
121	3	2	121
121	4	9	121
121	5	18	121
121	6	25	121
121	7	28	121
121	8	18	121
121	9	4	121
121	10	3	121
121	11	1	121
121	12	0	121
122	1	0	122
122	2	1	122
122	3	2	122
122	4	9	122
122	5	18	122
122	6	25	122
122	7	29	122
122	8	18	122
122	9	4	122
122	10	3	122
122	11	1	122
122	12	0	122
123	1	0	123
123	2	1	123
123	3	2	123
123	4	9	123
123	5	18	123
123	6	25	123
123	7	29	123
123	8	18	123
123	9	5	123
123	10	3	123
123	11	1	123
123	12	0	123
124	1	0	124
124	2	1	124
124	3	2	124
124	4	9	124
124	5	18	124
124	6	25	124
124	7	30	124
124	8	18	124
124	9	5	124
124	10	3	124
124	11	1	124
124	12	0	124
125	1	0	125
125	2	1	125
125	3	2	125
125	4	9	125
125	5	18	125
125	6	25	125
125	7	31	125
125	8	18	125
125	9	5	125
125	10	3	125
125	11	1	125
125	12	0	125
126	1	0	126
126	2	1	126
126	3	2	126
126	4	10	126
126	5	18	126
126	6	25	126
126	7	31	126
126	8	18	126
126	9	5	126
126	10	3	126
126	11	1	126
126	12	0	126
127	1	0	127
127	2	1	127
127	3	2	127
127	4	10	127
127	5	19	127
127	6	25	127
127	7	31	127
127	8	18	127
127	9	5	127
127	10	3	127
127	11	1	127
127	12	0	127
128	1	0	128
128	2	1	128
128	3	2	128
128	4	10	128
128	5	19	128
128	6	25	128
128	7	32	128
128	8	18	128
128	9	5	128
128	10	3	128
128	11	1	128
128	12	0	128
129	1	0	129
129	2	1	129
129	3	2	129
129	4	10	129
129	5	19	129
129	6	25	129
129	7	32	129
129	8	19	129
129	9	5	129
129	10	3	129
129	11	1	129
129	12	0	129
130	1	0	130
130	2	1	130
130	3	2	130
130	4	10	130
130	5	19	130
130	6	25	130
130	7	32	130
130	8	19	130
130	9	6	130
130	10	3	130
130	11	1	130
130	12	0	130
131	1	0	131
131	2	1	131
131	3	3	131
131	4	10	131
131	5	19	131
131	6	25	131
131	7	32	131
131	8	19	131
131	9	6	131
131	10	3	131
131	11	1	131
131	12	0	131
132	1	0	132
132	2	1	132
132	3	3	132
132	4	10	132
132	5	19	132
132	6	25	132
132	7	32	132
132	8	19	132
132	9	7	132
132	10	3	132
132	11	1	132
132	12	0	132
133	1	0	133
133	2	1	133
133	3	3	133
133	4	10	133
133	5	19	133
133	6	25	133
133	7	33	133
133	8	19	133
133	9	7	133
133	10	3	133
133	11	1	133
133	12	0	133
134	1	0	134
134	2	1	134
134	3	3	134
134	4	11	134
134	5	19	134
134	6	25	134
134	7	33	134
134	8	19	134
134	9	7	134
134	10	3	134
134	11	1	134
134	12	0	134
135	1	0	135
135	2	1	135
135	3	3	135
135	4	11	135
135	5	19	135
135	6	26	135
135	7	33	135
135	8	19	135
135	9	7	135
135	10	3	135
135	11	1	135
135	12	0	135
136	1	0	136
136	2	1	136
136	3	3	136
136	4	11	136
136	5	19	136
136	6	26	136
136	7	34	136
136	8	19	136
136	9	7	136
136	10	3	136
136	11	1	136
136	12	0	136
137	1	0	137
137	2	1	137
137	3	3	137
137	4	11	137
137	5	19	137
137	6	26	137
137	7	35	137
137	8	19	137
137	9	7	137
137	10	3	137
137	11	1	137
137	12	0	137
138	1	0	138
138	2	1	138
138	3	3	138
138	4	11	138
138	5	19	138
138	6	26	138
138	7	35	138
138	8	20	138
138	9	7	138
138	10	3	138
138	11	1	138
138	12	0	138
139	1	0	139
139	2	1	139
139	3	3	139
139	4	11	139
139	5	19	139
139	6	26	139
139	7	35	139
139	8	21	139
139	9	7	139
139	10	3	139
139	11	1	139
139	12	0	139
140	1	0	140
140	2	1	140
140	3	3	140
140	4	11	140
140	5	19	140
140	6	26	140
140	7	36	140
140	8	21	140
140	9	7	140
140	10	3	140
140	11	1	140
140	12	0	140
141	1	0	141
141	2	1	141
141	3	3	141
141	4	11	141
141	5	19	141
141	6	26	141
141	7	36	141
141	8	22	141
141	9	7	141
141	10	3	141
141	11	1	141
141	12	0	141
142	1	0	142
142	2	1	142
142	3	3	142
142	4	11	142
142	5	19	142
142	6	26	142
142	7	36	142
142	8	22	142
142	9	8	142
142	10	3	142
142	11	1	142
142	12	0	142
143	1	0	143
143	2	1	143
143	3	3	143
143	4	11	143
143	5	19	143
143	6	26	143
143	7	36	143
143	8	22	143
143	9	9	143
143	10	3	143
143	11	1	143
143	12	0	143
144	1	0	144
144	2	1	144
144	3	3	144
144	4	11	144
144	5	19	144
144	6	26	144
144	7	36	144
144	8	23	144
144	9	9	144
144	10	3	144
144	11	1	144
144	12	0	144
145	1	0	145
145	2	1	145
145	3	3	145
145	4	12	145
145	5	19	145
145	6	26	145
145	7	36	145
145	8	23	145
145	9	9	145
145	10	3	145
145	11	1	145
145	12	0	145
146	1	0	146
146	2	1	146
146	3	3	146
146	4	12	146
146	5	19	146
146	6	26	146
146	7	37	146
